"Site.No","SJAS.No","ENM.No","Site.Name","Room..","Box..","Level.Info","FS.No","Lot.No","Cat.No","Refire.txt","INAA.txt","Petrography.txt","Photography.txt","Vessel.Form","Vessel.Part","Wall.Thickness","Rim.Radius","Rim.Arc","Rim.Eversion","Exterior.Pigment","Interior.Pigment","Exterior.Surface","Interior.Surface","Vessel.Appendage","Use.Wear.Residue","Retooling.Modification","Temper","Paste","Slip","Tradition","Variety","Ware","SPECTYPT","Style","Count","Weight","Vessel.No","Comments"
"LA 1897","None","ENM 5155","Morris 39","","418","TT1, C-1-2",217,3,0,"No","No","No","No","Bowl","Body",3.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,4.4,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","418","TT1, A-1-1",220,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,6.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","418","TT2, C-0-0",224,4,0,"No","No","No","No","Bowl","Rim",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","Rim abrasion","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Black Mesa",1,6.4,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","416","General Surface Collection",253,4,0,"No","No","No","No","Bowl","Rim",4.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","416","General Surface Collection",253,5,0,"No","No","No","No","Bowl","Rim",5.5,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,6.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","416","General Surface Collection",253,7,0,"No","No","No","No","Bowl","Body",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Coarse angular granite and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,5.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","416","General Surface Collection",253,8,0,"No","No","No","No","Pitcher","Neck",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,11.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,4,30,"yes","No","No","No","Jar","Neck",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,8.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,5,31,"yes","No","No","No","Bowl","Rim",4,0,0,0,"None","Organic","Slipped","Slipped and painted","None","Rim abrasion","None","Crushed igneous rock and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",2,7,NA,"refit"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Shaping (grinding, flaking, etc.)","Augite Diorite and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,5.5,NA,"squiggle hatchure; ground geometric object - 40%"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,13,0,"No","No","No","No","Bowl","Rim",4.8,6,20,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,14,0,"No","No","No","No","Bowl","Rim",3.9,8,22,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,3.2,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,16,0,"No","No","No","No","Bowl","Rim",4.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Reserve",1,5.4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,17,0,"No","No","No","No","Bowl","Rim",6.5,0,0,0,"None","Mineral","Plain","Slipped and painted","None","Rim abrasion","None","Augite Diorite and sherd","Animas Var. Dark","Washy - Cibola","Northern San Juan","Animas","White","Mancos Black-on-white","Reserve",1,8.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,21,0,"No","No","No","No","Bowl","Body",5.5,0,0,0,"None","Mineral","Polished","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,22,0,"No","No","No","No","Bowl","Body",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","Scraper","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3.5,NA,"tool use on edge"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface",258,23,0,"No","No","No","No","Bowl","Body",4.9,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.4,NA,"squiggle hatchure"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,15,0,"No","No","No","No","Bowl","Rim",6.5,10,20,0,"None","Organic","Slipped","Slipped and painted","None","Sooting (both surfaces)","None","Augite Diorite","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",2,33.4,NA,"from same vessel"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,17,0,"No","No","No","No","Ladle","Handle",0,0,0,0,"Indeterminate","Mineral","Slipped","Slipped and painted","Slab Handle","Ext (non-basal) pitting or abrasion","None","Crushed igneous rock and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,19,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,18,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,19,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Mancos",1,3.4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,20,0,"No","No","No","No","Bowl","Body",5,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,4.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,21,0,"No","No","No","No","Bowl","Body",6.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","Shaping (grinding, flaking, etc.)","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,4.5,NA,"indeterminate edge grinding"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,22,0,"No","No","No","No","Bowl","Rim",6.1,8,23,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - crackly","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,8.1,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,23,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Plain corrugated","Slipped and painted","None","None","Shaping (grinding, flaking, etc.)","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,11.8,NA,"ground square - 98%"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,34,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,21.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,35,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,13.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",259,36,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral/Organic","None","Polished and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","None","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,17.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT2, C-0-0",260,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,2.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT2, C-0-0",260,11,18,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and Other Crushed Rock","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,10,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",261,9,0,"No","No","No","No","Bowl","Rim",5.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,4.1,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",261,14,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,12,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT2, C-0-0",262,5,0,"No","No","No","No","Jar","Neck",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,5.2,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT2, C-0-0",262,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.5,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT2, C-0-0",262,10,19,"yes","No","No","No","Bowl","Rim",3.2,10,22,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite diorite and Shale","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,8.7,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-0-0",263,8,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-0-0",263,11,21,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","Scoop","Crushed igneous rock and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,10.9,NA,"angle of grinding and shape of sherd suggests scoop use"
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-0-0",265,4,0,"No","No","No","No","Bowl","Body",6.7,0,0,0,"None","Mineral","Indented corrugated","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-0-0",265,6,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,7.3,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-0-0",265,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sand","Trade Ware","Thick - crackly","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,8.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-2-3",266,7,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,3.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-2-3",266,8,0,"No","No","No","No","Bowl","Body",5.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,10.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-2-3",266,9,0,"No","No","No","No","Bowl","Rim",5.3,7,25,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,11.1,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",268,7,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,3.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",268,9,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,9.9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",268,12,0,"No","No","No","No","Bowl","Rim",4.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",268,16,0,"No","No","No","No","Bowl","Rim",5.7,0,0,0,"None","Mineral","Fillet w/ indented corrugation","Slipped and painted","None","None","None","Crushed igneous rock","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,4.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",268,17,0,"No","No","No","No","Bowl","Body",5,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","Shaping (grinding, flaking, etc.)","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,13.4,NA,"minor corner grinding"
"LA 1897","None","ENM 5155","Morris 39","","419","C-4-5",269,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,5.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","C-4-5",269,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,9,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",270,6,0,"No","No","No","No","Bowl","Body",5.1,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,2.8,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",270,8,0,"No","No","No","No","Bowl","Body",5.4,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Dark","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Puerco",1,5.7,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-4-5",271,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",272,16,0,"No","No","No","No","Bowl","Rim",5.7,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,6.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-4-5",273,3,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,4.5,NA,"vitrified"
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-4-5",273,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,2.5,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-4-5",273,8,27,"yes","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Animas Var. Light","Thick - crackly","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,14.4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","TT1, C-4-5",273,9,28,"yes","No","No","No","Bowl","Body",5.8,0,0,0,"None","Mineral/Organic","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,11.8,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",274,5,0,"No","No","No","No","Jar","Neck-body join",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,14.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",274,6,0,"No","No","No","No","Jar","Shoulder",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,5.2,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",274,14,0,"No","No","No","No","Bowl","Rim",4.6,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,3.6,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",275,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Augite Diorite","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",1,5.3,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",275,7,0,"No","No","No","No","Bowl","Rim",5.6,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sherd","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,4.1,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",276,7,0,"No","No","No","No","Bowl","Body",4.6,0,0,0,"None","Mineral","Plain","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,2.4,NA,""
"LA 1897","None","ENM 5155","Morris 39","","419","Surface Collection",276,10,0,"No","No","No","No","Bowl","Body",6.5,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,11.6,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1000,16,0,"No","No","No","No","Bowl","Body",4.8,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Augite diorite and Shale","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,2.8,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,4,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sand","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Dogoszhi",2,6.6,NA,"not from same vessel"
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,5,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,3.5,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,6,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,2.8,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,7,2,"yes","No","No","No","Ladle","Handle",0,0,0,0,"None","Mineral","Polished","Polished and painted","Gourd Handle","None","None","Diorite Porphyry and sherd","Trade Ware","None","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,15,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,13,0,"No","No","No","No","Bowl","Body",4.4,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite","Animas Var. Light","Thin","Northern San Juan","Animas","White","Mancos Black-on-white","Black Mesa",1,2.4,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,14,0,"No","No","No","No","Bowl","Body",4.5,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,5.3,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1001,15,0,"No","No","No","No","Bowl","Body",0,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Augite Diorite and sand","Animas Var. Light","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",2,7,NA,"not from same vessel"
"LA 1898","None","ENM 7392","Holmes Group","","457","Probe 3",1002,7,0,"No","No","No","No","Bowl","Base",6.3,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","Ext. base polish, pitting, or abrasion","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,2.9,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","Probe 3",1002,8,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Crushed igneous rock and sherd","Indeterminate","Thick - chalky","Northern San Juan","Indeterminate","White","Mancos Black-on-white","Sosi",1,3.7,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","Probe 3",1002,9,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sand","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,5.7,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","C-1-03",1003,5,0,"No","No","No","No","Bowl","Body",4.7,0,0,0,"None","Mineral","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Animas Var. Dark","Thick - chalky","Northern San Juan","Animas","White","Mancos Black-on-white","Sosi",1,2.7,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","Probe 3",1004,5,0,"No","No","No","No","Bowl","Rim",5.2,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Crushed igneous rock and sherd","Indeterminate","Thin","Northern San Juan","Indeterminate","White","Mancos Black-on-white","Sosi",1,1.9,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","Probe 3",1004,6,4,"yes","No","No","No","Jar","Body",0,0,0,0,"Organic","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Sosi",1,8.6,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1000,12,0,"No","No","No","No","Bowl","Body",4.9,0,0,0,"None","Organic","Slipped","Slipped and painted","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thick - chalky","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Dogoszhi",1,5.1,NA,""
"LA 1898","None","ENM 7392","Holmes Group","","457","V-1-02",1000,13,0,"No","No","No","No","Jar","Body",0,0,0,0,"Mineral","None","Slipped and painted","Plain","None","None","None","Diorite Porphyry and sherd","Trade Ware","Thin","Northern San Juan","Trade Ware","White","Mancos Black-on-white","Mancos",1,1.3,NA,""
