,OBJECTID,SWSN_Type,SWSN_Ware,Dogozshi,Include,Decoration,Red_slipped,Corrugated,Start_Date,End_Date,Chronology,Chronology2,Plus,References_,Comments,Smudged
1089,841,"Tusayan PII White Ware, Type Undifferentiated",Tusayan White Ware,0,0,bichrome,0,0,900,1100,1,0,0,,,NA
1090,842,"Tusayan PII/PIII White Ware, Type Undifferentiated",Tusayan White Ware,0,0,bichrome,0,0,900,1300,1,0,0,,,NA
1091,843,"Tusayan PIII White Ware, Type Undifferentiated",Tusayan White Ware,0,0,bichrome,0,0,1100,1300,1,0,0,,,NA
1094,360,"Tusayan White Ware, Undifferentiated",Tusayan White Ware,0,0,bichrome,0,0,825,1300,0,0,0,,,NA
1097,638,Tusayan/Kayenta Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,1200,1300,1,1,0,see pure types,,NA
1131,1156,Virgin Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,1150,1225,1,1,NA,,,0
1132,1157,Walhalla Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,950,1150,1,1,NA,,,0
1138,200,Wepo Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,930,1050,1,1,0,Gummerman 1972,,NA
1153,1158,Wide Ruin Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,1250,1300,1,1,NA,,,0
1181,209,Wupatki Black-on-white,Tusayan White Ware,0,1,bichrome,0,0,1125,1300,1,1,0,Colton and Hargrave 1937; Colton 1955,,NA
32,821,Arboles Black-on-white,Upper San Juan White Ware,0,1,bichrome,0,0,950,1050,1,1,0,Reed and Goff 2007,,NA
47,629,Bancos Black-on-white,Upper San Juan White Ware,0,1,bichrome,0,0,825,1000,1,1,0,Reed and Goff 2007,,NA
303,86,Gallina Black-on-white,Upper San Juan White Ware,0,1,bichrome,0,0,1050,1300,1,1,0,Mera 1935; Wilkinson 1958; Dittert and Plog 1980,,NA
845,820,Rosa Black-on-white,Upper San Juan White Ware,0,1,bichrome,0,0,700,875,1,1,0,Reed and Goff 2007,,NA
1115,864,"Upper San Juan White Ware, Undifferentiated",Upper San Juan White Ware,0,0,bichrome,0,0,700,1300,0,0,0,Reed and Goff 2007,,NA
1147,704,"White Mountain type, undifferentiated",White Mountain Red Ware,0,0,undifferentiated dec,1,0,1000,1450,0,0,0,Hays-Gilpin and Van Hartesveldt 1998,,NA
64,23,Black Ax Polychrome,Winslow Orange Ware,0,1,polychrome,1,0,1300,1400,1,1,0,Colton and Hargrave 1937,,NA
115,44,Chavez Pass Black-on-red,Winslow Orange Ware,0,1,bichrome,1,0,1275,1350,1,1,0,Colton 1956,,NA
117,45,Chavez Pass Polychrome,Winslow Orange Ware,0,1,polychrome,1,0,1300,1400,1,1,0,Colton and Hargrave 1937,,NA
367,101,Homolovi Black-on-red,Winslow Orange Ware,0,1,bichrome,1,0,1300,1400,1,1,0,Colton and Hargrave 1937,,NA
373,102,Homolovi Polychrome,Winslow Orange Ware,0,1,polychrome,0,0,1300,1400,1,1,0,Mera 1934; Colton and Hargrave 1937,,NA
1099,299,Tuwiuca Black-on-orange,Winslow Orange Ware,0,1,bichrome,0,0,1250,1300,1,1,0,Colton and Hargrave 1937,,NA
1101,942,Tuwiuca White-on-Red,Winslow Orange Ware,0,1,bichrome,1,0,1250,1300,1,1,NA,,,0
1170,707,"Winslow Black-on-Orange or Polychrome, Petrified Forest, Undifferentiated",Winslow Orange Ware,0,1,undifferentiated dec,0,0,1250,1400,1,1,0,Schachner 2012,Puerco Ridge Archaeological Survey type name,NA
1171,1161,Winslow Orange Ware,Winslow Orange Ware,0,1,undifferentiated dec,0,0,1250,1400,1,1,NA,,,0
1175,876,"Winslow Polychrome, Undifferentiated",Winslow Orange Ware,0,1,polychrome,1,0,1300,1400,1,1,0,,,NA
346,97,Heshotauthla Black-on-red,Zuni Glaze Ware,0,1,bichrome,1,0,1275,1450,1,1,0,Eckert 2006,,NA
347,533,Heshotauthla Black-on-red or Polychrome,Zuni Glaze Ware,0,1,polychrome,1,0,1275,1450,1,1,0,Carlson 1970,,NA
348,98,Heshotauthla Polychrome,Zuni Glaze Ware,0,1,polychrome,1,0,1275,1450,1,1,0,Eckert 2006,,NA
422,126,Kechipawan Polychrome,Zuni Glaze Ware,0,1,polychrome,0,0,1370,1450,1,1,0,Dittert and Plog 1980 (but see Kintigh 1985); Eckert 2006,,NA
462,140,Kwakina Polychrome,Zuni Glaze Ware,0,1,polychrome,1,0,1280,1450,1,1,0,Dittert and Plog 1980 (but see Kintigh 1985); Eckert 2006,,NA
711,188,Pinnawa Glaze-on-white,Zuni Glaze Ware,0,1,bichrome,0,0,1350,1450,1,1,0,Dittert and Plog 1980 (but see Kintigh 1985),,NA
712,190,Pinnawa Red-on-white,Zuni Glaze Ware,0,1,bichrome,0,0,1325,1450,1,1,0,Eckert 2006,,NA
1148,703,"White Mountain type, Undifferentiated; Zuni Glaze",Zuni Glaze Ware,0,1,undifferentiated dec,1,0,1275,1450,1,1,0,,this type is based on a quantitative assessment of the proportion of identified types.,NA
1188,369,"Zuni Glaze Ware, Undifferentiated",Zuni Glaze Ware,0,1,bichrome,0,0,1275,1450,1,1,0,,,NA
38,13,Ashiwi Polychrome,Zuni Matte-Paint Ware,0,1,polychrome,0,0,1680,1750,1,1,0,Harlow 1973,,NA
360,571,"Historic Zuni type, Undifferentiated",Zuni Matte-Paint Ware,0,1,polychrome,0,0,1680,1900,1,1,0,Kintigh 1985,,NA
425,128,Kiapkwa Polychrome,Zuni Matte-Paint Ware,0,1,polychrome,0,0,1770,1800,1,1,0,Harlow 1973,,NA
1189,367,"Zuni Historic Black-on-red, Undifferentiated",Zuni Matte-Paint Ware,0,1,bichrome,1,0,1680,1900,1,1,0,,,NA
1190,371,"Zuni Historic Polychrome, Undifferentiated",Zuni Matte-Paint Ware,0,1,polychrome,0,0,1680,1900,1,1,0,,,NA
1191,213,Zuni Late Historic Polychrome,Zuni Matte-Paint Ware,0,1,polychrome,0,0,1800,1900,1,1,0,Kintigh 1985,,NA
1112,537,Unnamed White-on-red,Zuni Red Ware,0,1,bichrome,1,0,1375,1450,1,1,0,Woodbury and Woodbury 1966,,NA
